"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2351","consensus_12324",15,".","A","C",26138.8,".","AC=65;AF=0.217;AN=300;BaseQRankSum=1.337;ClippingRankSum=0.000;DP=3710;ExcessHet=15.8733;FS=0.000;InbreedingCoeff=-0.1807;MLEAC=65;MLEAF=0.217;MQ=41.93;MQRankSum=-6.760;QD=15.80;ReadPosRankSum=-1.101;SOR=0.070","GT:AD:DP:GQ:PL"
"2352","consensus_12331",72,".","G","C",519.97,".","AC=5;AF=0.026;AN=194;BaseQRankSum=-2.984;ClippingRankSum=0.000;DP=1368;ExcessHet=0.1140;FS=0.000;InbreedingCoeff=0.1574;MLEAC=5;MLEAF=0.026;MQ=32.45;MQRankSum=4.228;QD=6.19;ReadPosRankSum=4.426;SOR=0.000","GT:AD:DP:GQ:PL"
"2353","consensus_12335",49,".","G","A",833.74,".","AC=56;AF=0.241;AN=232;BaseQRankSum=-1.442;ClippingRankSum=0.000;DP=324;ExcessHet=0.0230;FS=0.000;InbreedingCoeff=-0.0596;MLEAC=59;MLEAF=0.254;MQ=32.18;MQRankSum=-15.997;QD=11.91;ReadPosRankSum=0.000;SOR=0.061","GT:AD:DP:GQ:PL"
"2354","consensus_12341",41,".","T","A",178354,".","AC=157;AF=0.500;AN=314;BaseQRankSum=3.816;ClippingRankSum=-0.012;DP=10915;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8973;MLEAC=157;MLEAF=0.500;MQ=41.93;MQRankSum=-12.621;QD=16.57;ReadPosRankSum=0.393;SOR=0.587","GT:AD:DP:GQ:PL"
"2355","consensus_12348",25,".","C","T",72576.5,".","AC=155;AF=0.510;AN=304;BaseQRankSum=0.909;ClippingRankSum=0.000;DP=4138;ExcessHet=0.5714;FS=0.000;InbreedingCoeff=0.0666;MLEAC=155;MLEAF=0.510;MQ=41.93;MQRankSum=-3.534;QD=23.84;ReadPosRankSum=0.438;SOR=0.586","GT:AD:DP:GQ:PL"
"2356","consensus_12353",32,".","C","T",44828.8,".","AC=128;AF=0.557;AN=230;BaseQRankSum=1.115;ClippingRankSum=0.000;DP=2439;ExcessHet=0.0002;FS=0.000;InbreedingCoeff=0.3339;MLEAC=127;MLEAF=0.552;MQ=41.83;MQRankSum=-7.321;QD=25.85;ReadPosRankSum=1.281;SOR=0.638","GT:AD:DP:GQ:PL"
"2357","consensus_12371",41,".","T","C",61781.2,".","AC=175;AF=0.561;AN=312;BaseQRankSum=1.938;ClippingRankSum=0.000;DP=4680;ExcessHet=0.0511;FS=0.000;InbreedingCoeff=0.1515;MLEAC=174;MLEAF=0.558;MQ=26.86;MQRankSum=-65.918;QD=16.06;ReadPosRankSum=1.935;SOR=1.098","GT:AD:DP:GQ:PL"
"2358","consensus_12374",19,".","G","A",129740,".","AC=154;AF=0.500;AN=308;BaseQRankSum=-0.485;ClippingRankSum=-0.003;DP=9163;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8777;MLEAC=154;MLEAF=0.500;MQ=41.85;MQRankSum=-19.367;QD=14.44;ReadPosRankSum=-0.405;SOR=0.435","GT:AD:DP:GQ:PL"
"2359","consensus_12376",59,".","C","A",106285,".","AC=157;AF=0.506;AN=310;BaseQRankSum=-0.315;ClippingRankSum=-0.001;DP=5883;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7439;MLEAC=157;MLEAF=0.506;MQ=41.93;MQRankSum=-5.491;QD=20.28;ReadPosRankSum=-0.526;SOR=0.704","GT:AD:DP:GQ:PL"
"2360","consensus_12383",67,".","T","C",118992,".","AC=155;AF=0.503;AN=308;BaseQRankSum=0.351;ClippingRankSum=-0.004;DP=6265;ExcessHet=0.2277;FS=0.000;InbreedingCoeff=0.1140;MLEAC=154;MLEAF=0.500;MQ=41.97;MQRankSum=-5.845;QD=24.80;ReadPosRankSum=0.480;SOR=0.718","GT:AD:DP:GQ:PL"
"2361","consensus_12387",71,".","T","C",103813,".","AC=237;AF=0.760;AN=312;BaseQRankSum=28.768;ClippingRankSum=0.000;DP=5512;ExcessHet=4.5342;FS=0.000;InbreedingCoeff=-0.0429;MLEAC=238;MLEAF=0.763;MQ=26.40;MQRankSum=-69.477;QD=19.69;ReadPosRankSum=1.633;SOR=2.456","GT:AD:DP:GQ:PL"
"2362","consensus_12397",27,".","C","T",102512,".","AC=149;AF=0.472;AN=316;BaseQRankSum=-0.987;ClippingRankSum=-0.001;DP=6202;ExcessHet=1.3326;FS=0.000;InbreedingCoeff=0.0350;MLEAC=149;MLEAF=0.472;MQ=41.95;MQRankSum=-6.732;QD=21.94;ReadPosRankSum=1.796;SOR=0.524","GT:AD:DP:GQ:PL"
"2363","consensus_12400",54,".","A","C",61692.4,".","AC=153;AF=0.494;AN=310;BaseQRankSum=0.849;ClippingRankSum=-0.000;DP=5892;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6947;MLEAC=153;MLEAF=0.494;MQ=29.60;MQRankSum=-70.211;QD=11.76;ReadPosRankSum=2.319;SOR=0.643","GT:AD:DP:GQ:PL"
"2364","consensus_12401",29,".","G","A",31988.2,".","AC=79;AF=0.260;AN=304;BaseQRankSum=-1.312;ClippingRankSum=0.000;DP=3644;ExcessHet=4.9639;FS=0.000;InbreedingCoeff=-0.0718;MLEAC=78;MLEAF=0.257;MQ=41.91;MQRankSum=-4.598;QD=17.97;ReadPosRankSum=-1.863;SOR=0.113","GT:AD:DP:GQ:PL"
"2365","consensus_12420",17,".","A","C",30438.6,".","AC=72;AF=0.231;AN=312;BaseQRankSum=-3.103;ClippingRankSum=-0.001;DP=7715;ExcessHet=37.5579;FS=0.000;InbreedingCoeff=-0.2645;MLEAC=72;MLEAF=0.231;MQ=41.94;MQRankSum=-8.306;QD=8.60;ReadPosRankSum=-4.473;SOR=0.025","GT:AD:DP:GQ:PL"
"2366","consensus_12435",65,".","G","A",59475.6,".","AC=127;AF=0.415;AN=306;BaseQRankSum=-6.461;ClippingRankSum=0.000;DP=5584;ExcessHet=5.4106;FS=0.000;InbreedingCoeff=-0.0571;MLEAC=128;MLEAF=0.418;MQ=41.30;MQRankSum=-4.087;QD=16.68;ReadPosRankSum=-0.719;SOR=0.196","GT:AD:DP:GQ:PL"
"2367","consensus_12446",16,".","G","T",59156.5,".","AC=196;AF=0.658;AN=298;BaseQRankSum=3.632;ClippingRankSum=0.000;DP=3533;ExcessHet=29.7785;FS=0.000;InbreedingCoeff=-0.2851;MLEAC=196;MLEAF=0.658;MQ=32.01;MQRankSum=-48.960;QD=17.94;ReadPosRankSum=-0.017;SOR=1.167","GT:AD:DP:GQ:PL"
"2368","consensus_12447",73,".","G","A",143546,".","AC=168;AF=0.545;AN=308;BaseQRankSum=0.843;ClippingRankSum=-0.009;DP=6846;ExcessHet=0.1954;FS=0.000;InbreedingCoeff=0.1361;MLEAC=168;MLEAF=0.545;MQ=41.96;MQRankSum=-4.541;QD=26.49;ReadPosRankSum=-0.873;SOR=0.935","GT:AD:DP:GQ:PL"
"2369","consensus_12454",32,".","G","A",36164.8,".","AC=90;AF=0.294;AN=306;BaseQRankSum=0.282;ClippingRankSum=0.000;DP=4949;ExcessHet=26.5140;FS=0.000;InbreedingCoeff=-0.2422;MLEAC=90;MLEAF=0.294;MQ=34.81;MQRankSum=-63.896;QD=12.49;ReadPosRankSum=-0.645;SOR=0.158","GT:AD:DP:GQ:PL"
"2370","consensus_12465",52,".","C","G",221094,".","AC=157;AF=0.497;AN=316;BaseQRankSum=0.652;ClippingRankSum=-0.010;DP=12871;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9025;MLEAC=158;MLEAF=0.500;MQ=41.94;MQRankSum=-5.592;QD=17.39;ReadPosRankSum=0.310;SOR=0.670","GT:AD:DP:GQ:PL"
"2371","consensus_12470",79,".","T","A",64250.5,".","AC=126;AF=0.414;AN=304;BaseQRankSum=-1.190;ClippingRankSum=0.000;DP=4611;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.3771;MLEAC=126;MLEAF=0.414;MQ=41.90;MQRankSum=-3.016;QD=23.65;ReadPosRankSum=1.496;SOR=0.319","GT:AD:DP:GQ:PL"
"2372","consensus_12476",83,".","C","T",92946.4,".","AC=133;AF=0.424;AN=314;BaseQRankSum=0.684;ClippingRankSum=-0.000;DP=6347;ExcessHet=0.4608;FS=0.000;InbreedingCoeff=0.0925;MLEAC=133;MLEAF=0.424;MQ=41.92;MQRankSum=-3.694;QD=22.34;ReadPosRankSum=-0.170;SOR=0.365","GT:AD:DP:GQ:PL"
"2373","consensus_12478",64,".","T","C",67901.1,".","AC=152;AF=0.500;AN=304;BaseQRankSum=1.457;ClippingRankSum=0.000;DP=3724;ExcessHet=77.3925;FS=0.000;InbreedingCoeff=-0.4698;MLEAC=152;MLEAF=0.500;MQ=41.95;MQRankSum=-5.056;QD=21.27;ReadPosRankSum=-1.572;SOR=0.715","GT:AD:DP:GQ:PL"
"2374","consensus_12489",46,".","T","A",44273.4,".","AC=114;AF=0.518;AN=220;BaseQRankSum=-3.768;ClippingRankSum=0.000;DP=2478;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.3897;MLEAC=111;MLEAF=0.505;MQ=41.93;MQRankSum=-1.859;QD=27.90;ReadPosRankSum=0.320;SOR=0.587","GT:AD:DP:GQ:PL"
"2375","consensus_12490",45,".","G","T",90913.9,".","AC=146;AF=0.474;AN=308;BaseQRankSum=-0.678;ClippingRankSum=0.000;DP=5300;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7332;MLEAC=146;MLEAF=0.474;MQ=41.89;MQRankSum=-3.207;QD=19.43;ReadPosRankSum=-0.647;SOR=0.628","GT:AD:DP:GQ:PL"
"2376","consensus_12492",68,".","T","A",53.61,".","AC=10;AF=0.034;AN=294;BaseQRankSum=-3.382;ClippingRankSum=0.000;DP=1796;ExcessHet=3.6974;FS=0.000;InbreedingCoeff=-0.0548;MLEAC=7;MLEAF=0.024;MQ=41.99;MQRankSum=0.000;QD=1.68;ReadPosRankSum=1.235;SOR=0.001","GT:AD:DP:GQ:PL"
"2377","consensus_12493",16,".","T","C",38158.7,".","AC=112;AF=0.452;AN=248;BaseQRankSum=0.005;ClippingRankSum=0.000;DP=2939;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.4406;MLEAC=112;MLEAF=0.452;MQ=35.37;MQRankSum=-47.201;QD=20.98;ReadPosRankSum=-0.034;SOR=0.542","GT:AD:DP:GQ:PL"
"2378","consensus_12497",21,".","A","G",52443.9,".","AC=75;AF=0.240;AN=312;BaseQRankSum=-0.720;ClippingRankSum=-0.000;DP=5971;ExcessHet=18.7068;FS=0.000;InbreedingCoeff=-0.1832;MLEAC=75;MLEAF=0.240;MQ=41.94;MQRankSum=-4.468;QD=17.62;ReadPosRankSum=-1.710;SOR=0.113","GT:AD:DP:GQ:PL"
"2379","consensus_12499",32,".","G","T",50854.1,".","AC=147;AF=0.510;AN=288;BaseQRankSum=0.943;ClippingRankSum=0.000;DP=2721;ExcessHet=-0.0000;FS=0.000;InbreedingCoeff=0.8970;MLEAC=145;MLEAF=0.503;MQ=41.94;MQRankSum=-4.221;QD=31.69;ReadPosRankSum=1.006;SOR=0.593","GT:AD:DP:GQ:PL"
"2380","consensus_12505",16,".","C","T",21306.4,".","AC=80;AF=0.256;AN=312;BaseQRankSum=4.552;ClippingRankSum=0.000;DP=4826;ExcessHet=4.9374;FS=0.000;InbreedingCoeff=-0.0551;MLEAC=80;MLEAF=0.256;MQ=31.16;MQRankSum=-61.327;QD=9.77;ReadPosRankSum=0.981;SOR=0.082","GT:AD:DP:GQ:PL"
"2381","consensus_12514",52,".","A","T",29252.6,".","AC=72;AF=0.232;AN=310;BaseQRankSum=0.638;ClippingRankSum=0.000;DP=5479;ExcessHet=8.0123;FS=0.000;InbreedingCoeff=-0.0834;MLEAC=72;MLEAF=0.232;MQ=32.34;MQRankSum=-60.739;QD=11.96;ReadPosRankSum=1.119;SOR=0.087","GT:AD:DP:GQ:PL"
"2382","consensus_12521",42,".","C","T",26226,".","AC=79;AF=0.265;AN=298;BaseQRankSum=-0.843;ClippingRankSum=0.000;DP=4133;ExcessHet=19.7507;FS=0.000;InbreedingCoeff=-0.1898;MLEAC=79;MLEAF=0.265;MQ=35.71;MQRankSum=-51.241;QD=12.31;ReadPosRankSum=1.639;SOR=0.111","GT:AD:DP:GQ:PL"
"2383","consensus_12522",18,".","A","T",41648.3,".","AC=84;AF=0.276;AN=304;BaseQRankSum=1.964;ClippingRankSum=0.000;DP=5247;ExcessHet=5.5707;FS=0.000;InbreedingCoeff=-0.0614;MLEAC=83;MLEAF=0.273;MQ=41.96;MQRankSum=-12.301;QD=17.98;ReadPosRankSum=-1.194;SOR=0.084","GT:AD:DP:GQ:PL"
"2384","consensus_12527",69,".","G","A",13268.9,".","AC=67;AF=0.275;AN=244;BaseQRankSum=1.156;ClippingRankSum=0.000;DP=1404;ExcessHet=0.0058;FS=0.000;InbreedingCoeff=0.1572;MLEAC=65;MLEAF=0.266;MQ=41.96;MQRankSum=-3.755;QD=20.35;ReadPosRankSum=-0.487;SOR=0.129","GT:AD:DP:GQ:PL"
"2385","consensus_12528",29,".","T","C",50124.3,".","AC=69;AF=0.220;AN=314;BaseQRankSum=2.031;ClippingRankSum=-0.004;DP=11989;ExcessHet=45.0673;FS=0.000;InbreedingCoeff=-0.2821;MLEAC=69;MLEAF=0.220;MQ=41.93;MQRankSum=-20.851;QD=9.21;ReadPosRankSum=-1.162;SOR=0.021","GT:AD:DP:GQ:PL"
"2386","consensus_12533",28,".","T","G",40517.9,".","AC=81;AF=0.263;AN=308;BaseQRankSum=-2.268;ClippingRankSum=0.000;DP=4668;ExcessHet=26.2737;FS=0.000;InbreedingCoeff=-0.2284;MLEAC=81;MLEAF=0.263;MQ=41.67;MQRankSum=3.145;QD=17.46;ReadPosRankSum=-1.058;SOR=0.118","GT:AD:DP:GQ:PL"
"2387","consensus_12536",52,".","T","C",58430.3,".","AC=85;AF=0.274;AN=310;BaseQRankSum=-1.444;ClippingRankSum=-0.000;DP=6647;ExcessHet=27.0931;FS=0.000;InbreedingCoeff=-0.2495;MLEAC=85;MLEAF=0.274;MQ=41.94;MQRankSum=-5.803;QD=17.00;ReadPosRankSum=0.648;SOR=0.113","GT:AD:DP:GQ:PL"
"2388","consensus_12538",24,".","G","T",54620.3,".","AC=84;AF=0.268;AN=314;BaseQRankSum=4.598;ClippingRankSum=0.000;DP=4337;ExcessHet=17.7076;FS=0.000;InbreedingCoeff=-0.1746;MLEAC=84;MLEAF=0.268;MQ=41.84;MQRankSum=-13.800;QD=21.94;ReadPosRankSum=-0.126;SOR=0.266","GT:AD:DP:GQ:PL"
"2389","consensus_12543",33,".","A","G",79232.1,".","AC=128;AF=0.430;AN=298;BaseQRankSum=2.232;ClippingRankSum=-0.000;DP=5883;ExcessHet=17.6071;FS=0.000;InbreedingCoeff=-0.1902;MLEAC=128;MLEAF=0.430;MQ=41.49;MQRankSum=-45.094;QD=16.73;ReadPosRankSum=1.328;SOR=0.337","GT:AD:DP:GQ:PL"
"2390","consensus_12544",12,".","G","A",51144.5,".","AC=83;AF=0.264;AN=314;BaseQRankSum=-5.626;ClippingRankSum=-0.000;DP=5916;ExcessHet=10.4434;FS=0.000;InbreedingCoeff=-0.1200;MLEAC=83;MLEAF=0.264;MQ=41.89;MQRankSum=-13.373;QD=18.03;ReadPosRankSum=0.442;SOR=0.115","GT:AD:DP:GQ:PL"
"2391","consensus_12547",27,".","T","C",26405,".","AC=127;AF=0.426;AN=298;BaseQRankSum=0.593;ClippingRankSum=0.000;DP=1837;ExcessHet=75.3673;FS=0.000;InbreedingCoeff=-0.4983;MLEAC=129;MLEAF=0.433;MQ=41.96;MQRankSum=-1.506;QD=18.32;ReadPosRankSum=0.840;SOR=0.403","GT:AD:DP:GQ:PL"
"2392","consensus_12552",52,".","G","A",40273.1,".","AC=80;AF=0.260;AN=308;BaseQRankSum=-2.765;ClippingRankSum=0.000;DP=5126;ExcessHet=19.2766;FS=0.000;InbreedingCoeff=-0.1766;MLEAC=80;MLEAF=0.260;MQ=41.94;MQRankSum=-3.733;QD=16.41;ReadPosRankSum=-2.219;SOR=0.091","GT:AD:DP:GQ:PL"
"2393","consensus_12581",82,".","T","A",359.14,".","AC=28;AF=0.096;AN=292;BaseQRankSum=-0.642;ClippingRankSum=0.000;DP=1428;ExcessHet=9.2281;FS=0.000;InbreedingCoeff=-0.1337;MLEAC=24;MLEAF=0.082;MQ=41.93;MQRankSum=-3.930;QD=1.13;ReadPosRankSum=0.645;SOR=0.002","GT:AD:DP:GQ:PL"
"2394","consensus_12591",28,".","G","A",142765,".","AC=153;AF=0.484;AN=316;BaseQRankSum=7.853;ClippingRankSum=-0.010;DP=13337;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9434;MLEAC=154;MLEAF=0.487;MQ=41.34;MQRankSum=-88.535;QD=10.94;ReadPosRankSum=0.048;SOR=0.231","GT:AD:DP:GQ:PL"
"2395","consensus_12601",27,".","C","A",104223,".","AC=153;AF=0.503;AN=304;BaseQRankSum=-2.240;ClippingRankSum=0.000;DP=5331;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7083;MLEAC=153;MLEAF=0.503;MQ=41.82;MQRankSum=-12.457;QD=22.03;ReadPosRankSum=-1.147;SOR=0.683","GT:AD:DP:GQ:PL"
"2396","consensus_12614",70,".","T","C",23154.5,".","AC=69;AF=0.228;AN=302;BaseQRankSum=-3.919;ClippingRankSum=-0.000;DP=5965;ExcessHet=28.1970;FS=0.000;InbreedingCoeff=-0.2436;MLEAC=69;MLEAF=0.228;MQ=41.91;MQRankSum=-20.073;QD=7.32;ReadPosRankSum=-2.492;SOR=0.028","GT:AD:DP:GQ:PL"
"2397","consensus_12615",84,".","C","T",14344,".","AC=103;AF=0.477;AN=216;BaseQRankSum=-3.709;ClippingRankSum=0.000;DP=1306;ExcessHet=0.0001;FS=0.000;InbreedingCoeff=0.3124;MLEAC=102;MLEAF=0.472;MQ=40.77;MQRankSum=11.187;QD=19.46;ReadPosRankSum=11.743;SOR=0.299","GT:AD:DP:GQ:PL"
"2398","consensus_12621",25,".","A","C",41952.7,".","AC=82;AF=0.275;AN=298;BaseQRankSum=-3.780;ClippingRankSum=0.000;DP=4496;ExcessHet=18.0822;FS=0.000;InbreedingCoeff=-0.1854;MLEAC=82;MLEAF=0.275;MQ=41.95;MQRankSum=-6.464;QD=18.08;ReadPosRankSum=-1.407;SOR=0.131","GT:AD:DP:GQ:PL"
"2399","consensus_12623",12,".","A","C",32952.5,".","AC=70;AF=0.229;AN=306;BaseQRankSum=3.589;ClippingRankSum=0.000;DP=4443;ExcessHet=2.8136;FS=0.000;InbreedingCoeff=-0.0091;MLEAC=70;MLEAF=0.229;MQ=41.81;MQRankSum=-11.469;QD=18.25;ReadPosRankSum=-0.461;SOR=0.075","GT:AD:DP:GQ:PL"
"2400","consensus_12644",49,".","A","T",45095.3,".","AC=72;AF=0.231;AN=312;BaseQRankSum=0.942;ClippingRankSum=0.000;DP=5682;ExcessHet=7.8585;FS=0.000;InbreedingCoeff=-0.1076;MLEAC=71;MLEAF=0.228;MQ=41.91;MQRankSum=-2.116;QD=18.60;ReadPosRankSum=-1.084;SOR=0.083","GT:AD:DP:GQ:PL"
"2401","consensus_12646",64,".","T","A",44567.5,".","AC=71;AF=0.228;AN=312;BaseQRankSum=-3.789;ClippingRankSum=-0.002;DP=8704;ExcessHet=49.4730;FS=0.000;InbreedingCoeff=-0.2974;MLEAC=71;MLEAF=0.228;MQ=41.97;MQRankSum=-7.150;QD=8.57;ReadPosRankSum=-1.614;SOR=0.043","GT:AD:DP:GQ:PL"
"2402","consensus_12650",68,".","C","T",83923.3,".","AC=143;AF=0.477;AN=300;BaseQRankSum=0.398;ClippingRankSum=0.000;DP=5022;ExcessHet=130.0972;FS=0.000;InbreedingCoeff=-0.6043;MLEAC=143;MLEAF=0.477;MQ=41.96;MQRankSum=-1.491;QD=18.95;ReadPosRankSum=1.345;SOR=0.595","GT:AD:DP:GQ:PL"
"2403","consensus_12653",48,".","T","C",912.26,".","AC=34;AF=0.113;AN=300;BaseQRankSum=-1.778;ClippingRankSum=0.000;DP=1758;ExcessHet=1.0457;FS=0.000;InbreedingCoeff=-0.0182;MLEAC=31;MLEAF=0.103;MQ=31.48;MQRankSum=37.091;QD=7.60;ReadPosRankSum=0.000;SOR=0.002","GT:AD:DP:GQ:PL"
"2404","consensus_12657",72,".","A","C",40282.4,".","AC=82;AF=0.265;AN=310;BaseQRankSum=2.256;ClippingRankSum=0.000;DP=4436;ExcessHet=8.8071;FS=0.000;InbreedingCoeff=-0.0999;MLEAC=82;MLEAF=0.265;MQ=41.96;MQRankSum=-6.497;QD=19.31;ReadPosRankSum=-0.486;SOR=0.120","GT:AD:DP:GQ:PL"
"2405","consensus_12659",16,".","C","T",54.86,".","AC=3;AF=9.615e-03;AN=312;BaseQRankSum=0.817;ClippingRankSum=0.000;DP=4642;ExcessHet=3.0524;FS=0.000;InbreedingCoeff=-0.0139;MLEAC=2;MLEAF=6.410e-03;MQ=35.59;MQRankSum=-10.498;QD=0.98;ReadPosRankSum=0.466;SOR=0.000","GT:AD:DP:GQ:PL"
"2406","consensus_12666",48,".","G","A",38158.4,".","AC=82;AF=0.268;AN=306;BaseQRankSum=2.169;ClippingRankSum=-0.001;DP=6921;ExcessHet=9.2157;FS=0.000;InbreedingCoeff=-0.1129;MLEAC=81;MLEAF=0.265;MQ=41.94;MQRankSum=-5.026;QD=13.46;ReadPosRankSum=-1.716;SOR=0.041","GT:AD:DP:GQ:PL"
"2407","consensus_12672",39,".","T","A",75328,".","AC=158;AF=0.513;AN=308;BaseQRankSum=2.767;ClippingRankSum=-0.003;DP=6247;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7238;MLEAC=158;MLEAF=0.513;MQ=33.13;MQRankSum=-72.017;QD=13.31;ReadPosRankSum=-0.159;SOR=0.647","GT:AD:DP:GQ:PL"
"2408","consensus_12677",38,".","A","T",31386,".","AC=75;AF=0.239;AN=314;BaseQRankSum=5.068;ClippingRankSum=-0.000;DP=6133;ExcessHet=54.1748;FS=0.000;InbreedingCoeff=-0.3033;MLEAC=75;MLEAF=0.239;MQ=32.47;MQRankSum=-67.309;QD=10.91;ReadPosRankSum=0.096;SOR=0.104","GT:AD:DP:GQ:PL"
"2409","consensus_12687",32,".","A","G",44352.7,".","AC=81;AF=0.265;AN=306;BaseQRankSum=9.180;ClippingRankSum=0.000;DP=5090;ExcessHet=11.7560;FS=0.000;InbreedingCoeff=-0.1400;MLEAC=81;MLEAF=0.265;MQ=41.94;MQRankSum=-2.858;QD=16.87;ReadPosRankSum=-2.336;SOR=0.108","GT:AD:DP:GQ:PL"
"2410","consensus_12689",78,".","T","C",47233.4,".","AC=116;AF=0.367;AN=316;BaseQRankSum=0.255;ClippingRankSum=-0.005;DP=13916;ExcessHet=156.7751;FS=0.000;InbreedingCoeff=-0.5815;MLEAC=116;MLEAF=0.367;MQ=41.95;MQRankSum=-3.299;QD=4.48;ReadPosRankSum=-2.019;SOR=0.030","GT:AD:DP:GQ:PL"
"2411","consensus_12691",35,".","A","C",29433.5,".","AC=82;AF=0.266;AN=308;BaseQRankSum=3.589;ClippingRankSum=0.000;DP=5235;ExcessHet=2.7153;FS=0.000;InbreedingCoeff=-0.0087;MLEAC=80;MLEAF=0.260;MQ=35.78;MQRankSum=-65.153;QD=12.40;ReadPosRankSum=0.188;SOR=0.091","GT:AD:DP:GQ:PL"
"2412","consensus_12701",41,".","T","G",43477.6,".","AC=85;AF=0.274;AN=310;BaseQRankSum=-1.742;ClippingRankSum=0.000;DP=5341;ExcessHet=19.4424;FS=0.000;InbreedingCoeff=-0.2004;MLEAC=84;MLEAF=0.271;MQ=41.87;MQRankSum=-17.272;QD=16.59;ReadPosRankSum=-1.377;SOR=0.098","GT:AD:DP:GQ:PL"
"2413","consensus_12710",25,".","A","G",39358.5,".","AC=70;AF=0.229;AN=306;BaseQRankSum=-2.299;ClippingRankSum=0.000;DP=4663;ExcessHet=20.0690;FS=0.000;InbreedingCoeff=-0.1911;MLEAC=70;MLEAF=0.229;MQ=41.91;MQRankSum=-3.532;QD=18.07;ReadPosRankSum=-0.020;SOR=0.102","GT:AD:DP:GQ:PL"
"2414","consensus_12723",32,".","A","G",71465.6,".","AC=156;AF=0.497;AN=314;BaseQRankSum=-3.745;ClippingRankSum=-0.001;DP=6996;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8328;MLEAC=156;MLEAF=0.497;MQ=31.81;MQRankSum=-73.365;QD=10.41;ReadPosRankSum=1.438;SOR=0.522","GT:AD:DP:GQ:PL"
"2415","consensus_12728",73,".","G","T",44513.9,".","AC=89;AF=0.283;AN=314;BaseQRankSum=-3.893;ClippingRankSum=-0.000;DP=6408;ExcessHet=44.4806;FS=0.000;InbreedingCoeff=-0.3046;MLEAC=89;MLEAF=0.283;MQ=34.80;MQRankSum=-60.396;QD=12.84;ReadPosRankSum=-2.815;SOR=0.136","GT:AD:DP:GQ:PL"
"2416","consensus_12729",19,".","A","G",118810,".","AC=157;AF=0.500;AN=314;BaseQRankSum=1.197;ClippingRankSum=-0.007;DP=7356;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8823;MLEAC=157;MLEAF=0.500;MQ=41.84;MQRankSum=-15.336;QD=16.52;ReadPosRankSum=-0.254;SOR=0.602","GT:AD:DP:GQ:PL"
"2417","consensus_12741",71,".","A","T",30192.3,".","AC=84;AF=0.282;AN=298;BaseQRankSum=1.833;ClippingRankSum=0.000;DP=3214;ExcessHet=0.8798;FS=0.000;InbreedingCoeff=0.0495;MLEAC=85;MLEAF=0.285;MQ=41.96;MQRankSum=-3.360;QD=19.73;ReadPosRankSum=1.393;SOR=0.122","GT:AD:DP:GQ:PL"
"2418","consensus_12742",15,".","C","T",50392.5,".","AC=76;AF=0.247;AN=308;BaseQRankSum=1.029;ClippingRankSum=0.000;DP=5259;ExcessHet=26.6419;FS=0.000;InbreedingCoeff=-0.2271;MLEAC=76;MLEAF=0.247;MQ=35.93;MQRankSum=-58.512;QD=20.32;ReadPosRankSum=-1.264;SOR=0.104","GT:AD:DP:GQ:PL"
"2419","consensus_12743",34,".","A","G",55578.8,".","AC=82;AF=0.263;AN=312;BaseQRankSum=0.556;ClippingRankSum=-0.000;DP=6018;ExcessHet=20.8790;FS=0.000;InbreedingCoeff=-0.1985;MLEAC=81;MLEAF=0.260;MQ=41.95;MQRankSum=-6.954;QD=18.71;ReadPosRankSum=0.253;SOR=0.123","GT:AD:DP:GQ:PL"
"2420","consensus_12759",75,".","G","A",26754.8,".","AC=83;AF=0.268;AN=310;BaseQRankSum=-1.412;ClippingRankSum=0.000;DP=5643;ExcessHet=22.3878;FS=0.000;InbreedingCoeff=-0.2018;MLEAC=83;MLEAF=0.268;MQ=30.76;MQRankSum=-66.989;QD=8.95;ReadPosRankSum=-1.268;SOR=0.110","GT:AD:DP:GQ:PL"
"2421","consensus_12762",62,".","C","T",126412,".","AC=155;AF=0.494;AN=314;BaseQRankSum=3.471;ClippingRankSum=-0.000;DP=6646;ExcessHet=3.1559;FS=0.000;InbreedingCoeff=-0.0230;MLEAC=155;MLEAF=0.494;MQ=41.94;MQRankSum=-6.693;QD=23.35;ReadPosRankSum=-0.549;SOR=0.743","GT:AD:DP:GQ:PL"
